quarter,money_drechsel,money_aruobadrechsel,money_bauerswanson,money_boehmkroner,money_bundickhs_level,money_bundickhs_slope,money_burogerswu,money_gertlerkaradi,money_jarocinski_FFR,money_jarocinski_FG,money_jarocinski_Info,money_jarocinski_LSAP,money_jarocinskikaradi_cbi,money_jarocinskikaradi_mp,money_mirandaagrippinoricco,money_romerromer,money_swanson_FFR,money_swanson_FG,money_swanson_LSAP,govs_benzeevpappa,govs_fieldhousemertens24_def,govs_fieldhousemertens24_nondef,govs_fisherpeters,govs_ramey_news,govs_fieldhousemertens21,govs_romer16_ssperm,govs_romer16_sstemp,oil_killian,oil_baumeisterhamilton19_dcons,oil_baumeisterhamilton19_dinv,oil_baumeisterhamilton19_supply,oil_kanzig21,other_chahrourjurado22,other_adamsbarrett24,other_kimmatthesphan24,other_pifferpodstawski18,tax_leeperetal,tax_liebetal,tax_mertensrav_news,tax_mertensrav_surp,tax_phillot_02y,tax_phillot_05y,tax_phillot_10y,tax_phillot_30y,tech_barskysims,tech_benzeevkhan_ist,tech_benzeevkhan_ist_news,tech_benzeevkhan_tfp,tech_fernald,tech_mahhb
1991q1,.312241676385926,-.016553630441511,-.1911499457957107,0,0,0,0,-.4341935,-3.869490100070834,1.676419949624687,.2444100007414818,-3.598990000784397,-.1167406179010868,-.2321144491434097,-.0998453,.0326567,-3.4487,-.5986,-.4509000000000001,-.427538016546538,0,0,.733286,0,0,13.4892,0,-.961899995803833,-8.681241418228568,.445611587442181,.7123060644956369,-.4895426356597362,.1970973610877991,1.52416536025703,2.391994042556449,0,.254253119,.96634,0,.597826087,0,0,0,0,.973812956189831,-1.15822831294321,.871425802991927,-1.11471123894062,1.868145815854484,-11.9171454
1991q2,.260692050062515,.0333504506516369,-.0935005082403253,0,0,0,0,-.2358064,-2.45058012008667,1.510519966483116,-.0470100045204163,-2.134830057621002,-.0678092194721103,-.1144586745649576,-.0623354,.2320168,-1.5059,-1.158,-.2436,.473470636909106,0,0,.753772,0,0,0,0,-2.737499952316284,.9493520879506496,-4.829275966699742,-1.336694395408539,-.9473146233551575,-.7888456583023071,1.730733171105385,-1.70034028829309,0,.291362375,.23575,0,0,0,0,0,0,.350326579478818,.921926714600225,.575645851194068,.610269452004245,2.449871011533777,2.798949
1991q3,-.298229013527004,.0606334330851927,.0313460213502429,0,0,0,0,-.07,-1.743940005777404,1.395709946751595,.8079999871551991,-1.058929984457791,-.0100684198114322,-.0644133682362735,.1440444,.0601456,-.6290999999999998,.1257,-.5582,.0008610284579597,0,0,.705956,0,0,0,0,.8694999814033508,.229666831567764,1.134178830957603,.506676920451209,.2184159276998382,-.623892605304718,-1.344306588172913,.3499707957784206,.0083857442348008,.267145216,.39039,0,0,0,0,0,0,.177895934753448,-.286122043685645,-.22383384428994,-.0633157059545638,-.7084096742633996,-7.700007599999999
1991q4,-.280864346033928,-.1053853353840168,-.2328701449236374,0,0,0,0,-.2606451,-7.03333019366255,2.620370008051395,-1.618199964985251,-2.986249968409538,-.171227159909904,-.2218369683250785,-.0857823,-.0072307,-4.5735,-1.4998,-.2409000000000001,.164320478604306,0,.0047040281304609,.761863,-112.1,0,0,0,.3567000031471252,.494711653509069,-1.604592663279817,1.551467466818029,.1828276130047522,-.4616615176200867,-.2352406196296215,.4898253048960395,0,.228352547,.099355,0,0,0,0,0,0,-1.30609469593114,.171340897514697,-1.04445885688319,-1.03112468886524,-.8032885820087051,-9.830990700000001
1992q1,.569290655903599,.0985280151967659,.0331753962966759,0,0,0,0,-.1493548,.1943899989128113,.2136799991130829,.1086499989032745,-.4725599884986877,.0044387099333107,.0001245199964615,.0231061,-.0112548,.2441,-.1007,.0584,.720461902636063,0,0,.769733,0,0,0,0,.5940999984741211,-4.33650554942441,1.39475215482369,-1.714678219591071,-.0278186217065142,.4110310971736908,1.497875437140465,-1.15012564385204,0,.268083155,.35144,0,0,0,0,0,0,.772143026595934,.269252429563137,-.501574420830295,1.58387547100963,10.38727169940553,-7.449419000000002
1992q2,.535566168170827,.0230806433954821,-.1530535884659178,0,0,0,0,-.1900102,-3.109910022700205,-.798880010843277,-.3395399935543537,.3008899763226509,-.0888629069086164,-.1559705035760999,-.1383656,.1565276,-2.2258,-1.3506,-.6579,-.312065802987904,0,0,.760979,0,0,0,0,.3325000107288361,5.459625875853241,-.5075006506393021,-1.942539305668181,1.087380819891479,-.8694286942481995,-.5334327667951584,-1.166075753687048,0,.228932366,1.0702,0,0,0,0,0,0,-.63781062547318,.212569896773779,.544959433817518,.126377327006174,-1.616335911619726,-2.3412671
1992q3,-.5668121995169551,-.0566017105587248,.0640587606065081,0,0,0,0,-.281,-.9016299839713611,.9894400238990784,.9999699965119362,.379549965262413,-.0208688892889768,-.0496849403716624,-.271385,-.0340943,-.3079,1.3799,.0853999999999999,-1.48669520386644,0,0,.767452,0,0,0,0,.3605000078678131,-.5810011386078302,-.567510916027483,.084086777456252,.1124071229741038,.9360430836677551,-.9580280780792236,-1.183774380289015,0,.188294381,-.58222,0,0,0,0,0,0,.248341909655707,-.0912658717775476,-.0428996881908284,-.0305814610681688,.4336141386836223,-11.670873
1992q4,.0074883410539812,-.0286805478483127,.0663863538700335,0,0,0,0,.0080969,-.1742499927058816,1.096380025148392,.102400004863739,-.7499900087714195,-.0128190098330379,-.0032065203849925,.1133789,-.2616198,.3008999999999999,.4354,.1232,.112693821502666,0,0,.836188,0,0,0,0,.5788999795913696,-4.12985060658343,1.30420676822173,1.861784582307412,.6257644776883178,1.192445993423462,1.172232076525688,.1608549949413688,0,.228753939,.84221,0,0,0,0,0,0,.253530288026563,.174203032046547,-.349215221862736,.551155100017552,-.5849932710891332,-5.823531
1993q1,.745558364071107,-.0684329560876463,-.0025058144257488,0,0,0,0,-.0270968,-.0036800000816584,.2819200055673718,-.0565999995451421,.2378400005400181,-.0075790798873641,.0085898897377774,-.0063836,-.0033053,.2261,.28,-.2913,-.608226370370427,0,0,.88579,0,0,0,0,.9136000275611877,.616822561645775,.588741468707662,-.386205195062499,.2556820814743207,-.847526490688324,-.6981882750988007,-1.146342930204592,0,.203383893,.53054,0,0,0,0,0,0,.176946634061057,-.69141074504766,.176871853369242,-1.432295604992,-6.903281952783509,-3.469005999999998
1993q2,-.305345947581956,.0475901783883486,-.0162925108820293,0,0,0,0,-.02,-.3913600146770477,-.207409992814064,-.0005399999790825,-.257209986448288,-.001948649995029,-.0217598304152489,.0143582,.3306535,-.1861,-.1146,.2936,.251213961931593,0,0,.990144,0,0,0,0,.125900000333786,-6.05366655528411,.1447392009208049,-.78476794924529,-.3735382885110872,1.219868540763855,-.7403798401355743,.5363521522090353,0,.169609353,.51832,0,0,0,0,0,0,-1.97242425032744,-.226802850285697,-.126557566386829,-.970054647995516,-1.955593682141457,-2.250662
1993q3,.189551568665022,-.0129701207938893,-.0263796904540165,0,0,0,0,.013,.4236800119979307,-.1765100061893463,.722709983587265,.0163099989295006,.0194557594368234,-.011473900754936,.0976727,.2881179,.7007,-.0767,-.635,.108018576648657,0,0,.999288,0,0,0,0,.5871000289916992,-.1571166313948409,-1.700414772853962,.917744256553081,-.0562181538604389,-.3665705025196075,-.7583802025765181,-1.667215725517611,0,.1636585,.62723,.19,1.024780511,0,0,0,0,-.232693463130823,-1.03402584966308,.739419308620228,-.767638774998186,-3.70025295555565,-11.9752574
1993q4,.423645022214399,-.0826014418003322,-.007636088700964,0,0,0,0,.0037742,.3546999915852211,.0081700002774596,.011140001937747,-.7209300152026117,-.0067307802382857,-.0144036097917706,-.0259741,-.1783175,.6392,-.3859,.0444,.340580695030331,-.0200113918393058,.0015039081026759,1.058623,0,0,0,0,.0926999971270561,-6.652783639326254,-.3810546194062223,1.872196127828655,-.7101505640518861,-.186578169465065,1.069000228308141,.598410993648149,0,.224207163,.74624,0,-.592629629,0,0,0,0,-.397821983483439,-.325690456688889,-.6597078596084039,.0663849444096095,3.485693874941581,-2.087675
1994q1,-.417888670233308,.0921396758900098,.0726441944157916,0,.0039872638881207,.0534544261172414,.0875995866954327,-.0067742,2.493220095522702,1.166270017623901,.3777500092983246,-1.396680027246475,.0304483303334564,.0715433098375797,-.0462548,.5973938,2.0943,.6196000000000002,-.1344,.275848724761162,0,0,1.107625,0,0,0,0,-.2955999970436096,.468911756553958,.726455993269155,.3498718818135036,-.3033754377035451,.5962087512016296,-.2068563252687454,-1.093688935228073,0,.281705171,.62857,0,0,0,0,0,0,.604977888001493,-1.10859615079981,1.02227960482369,-.930816371893658,-3.465403934216243,-6.690555
1994q2,-.185817272425868,.163341345636055,.0310012593741546,0,-.0545648150146008,-.0018502051243559,-.0180204138159752,.1699999,3.986009955406189,-2.100559949874878,-.2639500051736832,-.6247800588607788,.047845771536231,.0668003000319004,.1916941,.321621,3.1203,-1.9552,-.6929,.730252111881838,0,0,1.138381,0,0,0,0,.1221999973058701,6.77826173215011,-.144917625107537,-1.288829633373239,.3886389232727691,.741805374622345,-.7462324500083923,-.203722294500463,0,.271758348,.64973,0,0,0,0,0,0,-2.01821364747311,-1.13043541989691,-.346725239935099,-.780972625624922,-.6028276623849678,4.9783823
1994q3,-.204995432345483,.0582246534973055,-.0664115188130786,0,-.0492292334092781,.0465834438800812,-.0269260164350271,-.0039999,-.2437800168991089,.2764100432395935,-.2077900171279907,.1780999302864075,-.0137642528861761,.0032446901313961,-.0222336,.5809268999999999,.4009,.2555999999999999,.2109,-.447911413285011,0,0,1.106826,0,0,0,0,.2671000063419342,-6.096197722325915,.493695085833809,-1.456252712110201,-.2763961676669542,1.224473237991333,-.1608404070138931,-1.322580324811033,0,.307370186,.44335,0,0,0,0,0,0,-.98410032394414,-.414140687032009,-.06986837439836,-.913267637477775,-.7729155192385616,-5.782279
1994q4,-.379737649062417,.152192223115049,.0072723946734363,0,-.0337133929133415,.0506385322660208,-.0072848200798035,.0346451,-1.627910137176514,1.801570057868958,-.6958900094032288,-.659960001707077,-.0131099405698478,.027878999710083,.0344045,.3897752,-.968,1.5371,1.4695,.7713436481242451,-.00757423061167,-.0057147883806116,1.154533,0,0,0,0,.0199999995529652,-2.85144080577955,1.008605324435339,.494572449001249,-.7531460054772863,-.3915091156959534,-.4975259751081467,.9039497593621679,0,.313578337,.024497,0,0,0,0,0,0,.11221405248518,.386574216171081,.368473444906072,.937165756199911,3.160549275710171,-1.928641000000001
1995q1,-.0503517204176275,.1219016452310836,.0133235332286307,0,.0629166979342699,.0523073114454746,.0493982322514057,-.0280645,.7891200184822083,1.104510009288788,-.0072200000286102,-.0938399955630302,.0113481200241949,.0601362176239491,-.004794,.7581859,1.0137,1.0863,.232,.9967421351924139,0,0,1.199275,0,0,0,0,-.1523000001907349,.9282056099967197,-.530281563571768,-1.991725458823569,.4248476910100609,.2106432020664215,-.7880358225665987,.2991470982089111,0,.301288038,.84238,0,0,0,0,0,0,-.768294314444898,-.895430166473328,.8300015841316249,-.686003631065254,.9964010044465139,-6.925729
1995q2,-.0669656210681035,.0030069697645265,-.0351157358476419,0,.0259589795023203,-.0188981983810663,-.0319809541106224,.0174193,-.0008599999709986,.187610000371933,.0108700003474951,-.0105699999257922,-.0072996700182557,-.0023087500594556,.0170416,.2246379,.0796,.1313,-.2047,.0069605516763731,0,0,1.261062,0,0,0,0,-.1824000030755997,-3.242574411222259,1.542090119351764,-.4574862784848609,-.1349566821619637,1.086707472801208,-.2167434319853783,-1.753207018245672,0,.251187146,.69369,0,0,0,0,0,0,-.446304079201961,-.250636473235834,.165749793956902,-.748117567002868,4.00857258951209,139.370118
1995q3,.077722779647716,-.0538331444003957,-.1344013662325153,0,-.0944308589678258,.0178365702740848,-.0485556423664093,-.145,-.7327399849891663,-1.715669989585876,-1.604069948196411,-.1864400207996368,-.0710100680589676,-.0656760148704052,-.0822817,.03171,-.2386,-2.3617,.0558,.550381291479956,0,0,1.279575,0,0,0,0,-.1253000050783157,7.07347079732913,-2.589212947966399,1.767105210972925,.3061281731702665,-.6679984331130981,-.0837832540273666,1.783395669149562,0,.253108799,.15881,0,0,0,0,0,0,-.868493009316131,-.487355207459914,-.0731816314280485,.650327143524085,.675888634608546,-28.680352
1995q4,-.379942943771283,-.0873225705136265,-.0093165781507482,0,-.0417920993641019,.0102179259993136,.0082656051963568,.0040323,-.7666099667549133,-.0461700037121773,.0699400007724762,-.1225899904966354,-.0027935905382037,-.02614332921803,-.0096142,-.0174262,-.1751999999999999,.2908,.4216,.388955897611136,0,-.0021541228216354,1.347521,0,0,0,0,-.1606000065803528,3.384999895298884,-1.30223646301169,-.742651484355637,-.1507693588871214,.088845930993557,-.751271516084671,.6116349583523856,0,.236486167,.0063802,0,0,0,0,0,0,.0949380463393145,.463070684168927,.625259679448438,.257504297855307,.8862331079493893,-2.714694
1996q1,-.334987774867738,-.0548824155195548,-.0226553523300889,-.4411018096268002,-.0161895519122481,.0201809462159872,-.0554470387287438,-.0470986,-.1458300054073334,-.2887699902057648,.2989899814128876,.0301000028848648,-.0002820212393999,-.0259336205781437,.0022726,.138589,.1005,-.0905,.0541,.0581477450953903,0,0,1.338739,0,0,0,0,.0390999987721443,1.381857572155341,1.718851616943858,-.9705864765986409,1.001218266728419,-.1608713120222092,2.037229537963867,-1.534084281927242,0,.243300453,-1.4454,0,0,0,0,0,0,-.48967678903787,.0961042690344159,-.601189399400045,.202347720774671,6.623849862901141,4.005749199999999
1996q2,-.407224893647038,-.0018980376146573,.014739736425337,.5157033603749854,.0232282150536776,.0029786217492074,.0026803419459611,.0080564,.2317200005054474,.1786600053310394,-.1383399963378906,.292279988527298,-.0028828699141741,.0200987309217453,.0182615,.0063028,.1225,.4916,-.1912,.0880472044551395,0,0,1.352509,0,0,0,0,-.1271000057458878,-2.533379762254175,-.2146995746357255,-.0168061669133123,-.3771577956803931,-.7898733019828796,.5910406894981861,.8554234862892021,0,.291100442,-.63285,0,0,0,0,0,0,-.913087964603464,1.0482824556922,-.0060177567446234,1.00533625126697,-2.830774112810949,-4.858702000000001
1996q3,-.330954981815625,-.0575906493473757,-.0931380366205362,.3735159353182118,-.0654014255851507,.0334861120209098,-.0431615239940584,-.0603333,-3.766619920730591,.672710008919239,-.8727500252425671,.6117900055833161,-.0701848599128425,-.0739414491690695,-.0950556,-.0206272,-2.4412,.4539,.4424,-1.00078590748819,0,0,1.403719,0,0,0,0,-.0489000007510185,7.341867893111342,-1.629002108259508,-1.382289163791188,.5287908122066878,.4040464758872986,-.0365545153617859,.8030904113860244,0,.284206569,-.35591,0,0,0,0,0,0,.116308394582151,-.479466780162776,-.0209939431183449,-.188623275883444,-.3350731007403471,14.157641
1996q4,-.0691269219568152,-.040524957302563,-.0383260478350103,-.2128896973541811,.005654240725562,-.0060347374528646,.0107069995719939,-.1145054,.0069899995578453,.2246600091457367,.3933300003409386,-.5461599975824356,.0017173597589135,-.021377420052886,.0260746,.0891426,.0299,-.0789,.0513,.135324377323688,0,.0012593347236673,1.386986,0,0,0,0,-.1000000014901161,2.463024637936769,-.342989938884375,.4805886300632359,.2251545429651395,1.123726487159729,.7268403470516205,1.369309701335315,0,.271862596,.38548,0,0,0,0,0,0,-.558055351067394,.951756980467935,.0298075126098473,-.499414335266452,1.887233136686019,3.06927
1997q1,-.0001590267578034,.043013174829389,.0369818015890818,.9133947046224666,.0004603788256645,.0041957143694162,.03827935596928,.0038709,.2788500189781189,1.880269944667816,-.292140007019043,.6214900016784668,-.0133194592781365,.0769460685551167,.0674934,.1224647,.1733,2.2159,-.0824,.16099833883706,0,0,1.364363,0,0,0,0,.4239999949932098,-13.54391673480077,2.964067256699047,.8948136715688502,-1.321791979096773,-1.981967091560364,.3802244365215302,-1.420909944199957,0,.306931853,.67631,0,0,0,0,0,0,-.44661934014085,.706615633927656,1.16884246291845,-1.0786244742721,-2.284338073994062,-6.230009000000001
1997q2,.0819398641453934,-.0587721816185338,-.0703228012436284,.126729019020998,-.0205568429082632,.0049767321906984,-.0340294875204563,-.0590325,-1.495219945907593,-.1877699941396713,.4476900100708008,.0461400002241135,-.0093405097723007,-.0669726207852364,-.0246317,.0984425,-1.1564,-.0005,.0536,-.163853831870714,0,0,1.35002,0,0,0,0,-.2358999997377396,-1.657674825262429,-3.594818955086288,-.198257309491253,-1.581445387086867,.0060859220102429,-1.250665664672852,.1509295332137932,0,.284886867,-.17163,0,0,0,0,0,0,.776003221310655,.207746182479269,.0203169283377584,.641931255101329,3.321281878420229,9.629465099999999
1997q3,-.279841557182086,-.1102390433526338,-.0132710377759911,-1.263807702342084,.0171599292661995,-.0141678489744663,.0091033196076751,-.01,-.6519399806857109,.2660399898886681,-.6510200202465057,.9795700162649155,-.0308150392957032,.0150993005372584,.0256159,-.096461,.0978,.4522,-.0147,.271463397596432,0,0,1.341762,0,0,0,0,.0234999991953373,1.66363379617902,-1.772569261534081,-.402283739086565,-.4618809199286549,.1115453392267227,1.255241423845291,.1141952220466812,-.0067425831585256,.291083038,-.29008,.03,0,0,0,0,0,.656203953186338,.137861766953278,.537149657892851,.88580587343446,4.327992110658546,-4.578239999999999
1997q4,.113667908966573,-.0411930273033547,-.0352646167262254,.5278243094481614,.0232039724942297,.0134332296438515,.0038174981018528,-.0051613,-.6256399750709534,.2988000065088272,-1.201620027422905,-.0919699966907501,-.0454241586849093,.0064818998798728,.0136207,-.0677336,-.2377,-.3467,.2419,-.449976802777905,.0007993582798754,.0007337817140515,1.240435,0,0,0,0,.0125000001862645,-7.717051810371421,1.53935091588677,-.908333227085763,-.2766563689518647,-1.089101552963257,-.9008397925645113,-1.424237244261748,0,.270764351,-.64539,0,0,0,0,0,0,.311099794238946,.154041777375546,.582611838210766,-.358268387777187,-.5095888933099419,-6.421194000000001
1998q1,-.333100195278942,-.0046678324240225,.0214568909170874,-.4538128784105772,.0357513893395662,-.0213256315328181,-.0373624581843615,-.0048387,.4105900228023529,.1618000008165836,-.3836299926042557,.3408899903297424,-.008269650343891,.0307272197678685,.0105523,-.0511827,.1234,.5885,.3722,.379739319991549,0,0,1.250046,0,0,0,0,.3079000115394592,-5.315732999311636,.3298880686621273,4.480774433604739,-.8650205750125234,.0968683809041977,-.3963751941919327,1.784944795525826,0,.251413107,-.46423,0,0,0,0,0,0,.539285638966757,.136221498789895,.99664112657189,.109934074530122,2.957768550992878,-10.348513
1998q2,.248831139849686,.001415810855206,-.0078796990735702,.5134326086828834,.01582882553339,.0156443007290363,-.0144063150510192,-.0099999,-.5989400148391724,.1079500019550323,-.4171299934387207,.2249500006437302,-.017967090010643,-.0025344199966639,.0104542,-.0667749,-.2519,-.0003,.1816,.0501943439383546,0,0,1.224045,0,0,0,0,1.34689998626709,-1.395330314331397,-1.126283873258446,.5099081451469243,-.2294147240110865,.7467877864837646,-.1768399798311293,-.5629882492747639,0,.242580369,.10298,0,0,0,0,0,0,-.207071065221698,.0922875627313637,.585845408969492,-.118066164428758,4.869941460200232,5.959828
1998q3,-.0415996040493592,-.0165495816788985,.1049348280828972,-1.194162291291538,-.0062906993553042,.0013724407181144,.0187255251221359,.0246565,1.23717999458313,-.1198700002278201,-1.059380054473877,.0465799942612648,-.0245839008130133,.0495174097304698,.0541636,-.1069519,1.3269,-.2554999999999999,-.2095,-.334674700068142,0,0,1.246672,0,0,0,0,.9021999835968018,3.350084708258886,-1.196954256606961,-3.921370341519174,-.0541860555889749,-.9546918869018555,.3975560963153839,1.494304356758492,.0003249728006667,.190169916,-.22538,0,0,0,0,0,0,.522374264697939,.0116857060221771,.0158804816052062,.559996481515762,4.113411939344133,-9.972234
1998q4,.495610903877485,-.025329380345295,-.2334249045332204,-.2341547271313198,-.0966934491880238,-.0181534350849688,-.0391301587224007,-.1846664,-4.030090034008026,-2.751969993114471,2.185709938406944,-1.815660014748573,.0346424914896488,-.2764281565323472,-.256865,-.3095112,-3.7439,-2.223,-.2296,-.0482327503788377,.0009443212474641,.0060879808949291,1.138593,0,0,0,0,-.1132000014185905,-13.96651118760842,.4046887494899201,1.83915297780286,-1.403260431198956,-.1809105277061462,.9427814036607742,-1.343679652252129,0,.112095691,.18248,0,0,2.415495298802853,3.866540538147092,2.863696273416281,1.770367328077555,-1.44486136335129,-.0639455401678808,.0944981637643756,.374944799083502,-1.437834370552256,9.385627600000001
1999q1,-.412717072845172,-.0380437817434887,-.0276900038431766,-.1206264989962348,.0148670612834394,-.0374462762847543,.0186319500207901,-.0012903,.0093500018119812,-.6757199764251709,-.0556900501251221,.857499971985817,-.0076623810455203,-.0078732797410339,-.0351455,-.2675896,.1977,-.1496,-.4224,-.180265154871273,0,0,1.182543,15,0,0,0,.5194000005722046,6.98425536192881,2.098378064999622,-1.179622410341161,.7997837612418025,2.238838911056519,-.290239691734314,-.3354883518511451,0,.211767137,.16737,0,0,5.107356056571007,-1.497537162154913,1.294948272407055,1.251991339027882,1.42416961020881,-.0566894898037993,.593149208142973,.344374488022104,6.50731630165764,3.565047999999999
1999q2,-.0039152660183224,.008241896665668,-.0036301603131394,-.652040785604275,-.0296272169798613,.0019458308815956,-.0049519538879395,.0189569,-1.121259987354279,.7105998992919922,.6373200416564941,.3227699995040894,.0115779004991055,-.0141225457191467,-.0041313,.1467765,-.6993,1.1731,.4228,-.17052332401157,0,0,1.184362,0,0,0,0,-.3402000069618225,2.53898527214348,-1.02459669306615,-5.798975314545908,.0453510408288427,-1.076957225799561,.8540775327710435,.4464224895459381,0,.269814193,-.086974,0,0,-2.145954087376595,.2096628546714783,-.5427333749830723,-.98602344840765,-.3526319917118,.480057768539198,1.18900753075935,-1.36406647532323,-.8861335290988814,7.7473527
1999q3,-.217561989186512,.0698111085324938,-.0188525288689854,-1.209138475540144,-.0197343789041042,-.0133502762764692,-.0239600874483585,-.0526666,.6715499758720398,-.7041299939155579,1.025840044021606,-.670009970664978,.0389334186911583,-.0316436290740967,-.0071916,.2406204,.6339,-.5366,-.0367,-1.05672216818705,0,0,1.060997,0,0,0,0,.774399995803833,12.01072659584616,.3444940355571311,-1.860832249102355,1.777903172653459,-1.379339218139648,.6313996911048889,-.2738655776545048,0,.225222081,-.20928,0,0,-.9942168295383453,-1.54843470081687,-.3512305356562138,-.7929029762744904,-.0763109972848965,-.750903849765885,-.77295218659257,-.600781358880099,1.108905590974839,-1.748645999999999
1999q4,.0545821081593556,-.0058767825925888,.1380989682117219,3.317729021505814,.0048944558948278,.0799914933741093,.0118070766329765,.0982359,.6475800275802612,3.591200023889542,1.397019952535629,1.022249966859818,.0470387097448111,.1245177583768964,.1277685,-.0420266,1.0265,4.1277,.1931,-.710815687993387,0,.0036163254624625,.741689,0,0,0,0,-1.110599994659424,2.122908161188817,-.990304054834086,-3.532417414360566,-.627013368045281,-.1467933356761932,2.026512026786804,.6014745931691863,0,.232228309,.31509,0,0,2.104825437068939,.808116227388382,-.3631660491228104,-.3685156106948853,1.01926586472977,-.325511335370697,.784784319815094,1.14041159709781,4.872185539303461,4.9939797
2000q1,-.0704529841723475,.0697060798696753,-.0287234074804765,.0073809206780073,.0075127221643925,-.0023014219477773,.0950440531014465,-.0017707,-1.389749974012375,2.011699974536896,-.2006100043654442,.1223999857902527,-.0291219996288419,.0155711107654497,-.0273603,.0055926,-1.0774,1.9522,-.2228,.183784019578259,0,0,.631866,0,0,0,0,.0493000000715256,.9673559508836351,1.936087532717472,.5526637196725613,1.212074351914813,-1.729146242141724,-.3165110014379025,.9912872891932006,0,.242045879,.25734,0,0,2.904281407594681,2.953106002882123,3.814274158328772,1.195920158177614,1.58867417215146,.748202259923625,-1.75772220840647,-1.39149485575466,.0638912947259767,9.131136
2000q2,.642181321287461,.1383311119560122,.0044404612873477,-1.196668812482778,-.0088447686284781,-.0030207965755835,.0072993189096451,.0620539,.3146300315856934,.1099199652671814,-.4587899893522263,.6093300133943558,-.0102364498889074,.0342898815870285,.0427916,.355034,.7329,.2476,-.2904,-.166851675547063,0,0,.7124549999999999,0,0,0,0,.4501999914646149,5.33122024097822,-1.085512586961068,.8132341621167761,-.0774339630108245,.4927545785903931,.2436190545558929,.5430317083937837,0,.207801387,.86343,0,0,.9463959559798241,-1.273477269336581,-1.720340877771378,-1.653930261731148,.681798798937307,-1.26078152850654,1.33238526171986,2.02338914341691,3.958146928415993,7.6003458
2000q3,-.490589175769926,-.0177669014811054,.0010866364117904,-.9839391787523417,.0145302889868617,-.0059884674847126,-.0252425093203783,-.0085089,.2587499916553497,-.0583500005304813,-.1708199977874756,.3488900065422058,.0141889601945877,.0331983081996441,.0153606,-.067215,-.0885,.4977,.2651,.23666282566435,0,0,.934012,0,0,0,0,.0907000005245209,5.44134499519431,-.9740608820616021,.6617611788791509,.6387334398072506,-.9310770630836487,.4376428127288818,-.8581303147837583,0,.220580503,.5501,0,0,.9318151995539665,-.9726925753057003,-1.697777930647135,-.996538870036602,-.0631686724961619,-.0802655214515704,1.14842115996021,-.721821820628445,1.250689213086974,-4.628748
2000q4,-.348529895094062,.0788752538686061,.1054801961588542,-.5952397633612522,-6.20656646788e-06,.0346105304779485,.0176672786474228,.0229032,.7868000217713416,1.575519994832575,-1.983200028538704,.7247899919748306,-.0544162793084979,.1205340921878815,.1132235,.1984447,1.081,1.1606,.0114,-.380611823314859,.0162018862890443,.0079804718449368,1.155965,0,0,0,0,-.6626999974250793,-9.839687126993789,-.0533641369856289,.4484365281714829,-1.403646604644965,.1635008156299591,-1.470309898257256,-1.426574186586412,0,.16443944,1.6214,0,0,1.37393095344305,1.392762200906873,1.170736849308014,-.2783157527446747,.611118453318693,-.678088613909806,.567785323091373,.494357955658065,4.917811327124202,4.339906
2001q1,.461673930830041,-.1496071756986179,-.1055753698271277,-.0466240502825203,-.000345554202795,-.0162228941917419,-.0716228596866131,-.1519255,-4.484940201044083,-.7416999936103821,6.508450269699097,1.226590022444725,.0719793364405632,-.3322222460992634,-.1339977,-.4358933,-2.884,.7728000000000002,-3.2422,-.33611323904102,0,0,1.234576,0,0,0,0,-.0826999992132187,-3.72979004070612,.9790189389617341,.103789530715633,.666453649053069,-.3376103043556213,2.218971379101276,.4000370818038949,0,.160515353,-.65616,0,0,2.808693997561932,2.185054795816541,2.530548434704542,1.022954780608416,-1.41993832347985,.786714447822157,.113432349524226,-1.24962379698887,-.235274629511034,4.268419999999999
2001q2,.513249592305714,-.0654400389154021,-.1554314760860943,-.4794738577193297,-.0115657711867243,.0607406198978424,.0802869312465191,-.5459678,-6.966600060462952,-.9267399907112122,1.862019971013069,.2331400215625763,-.152834783308208,-.4118146896362305,-.3793448,-.5452189000000001,-5.1798,-.8605999999999999,-1.6942,-1.09477730142812,0,0,1.194325,0,0,0,0,.2617999911308289,3.72272823022521,-3.827185690303787,-3.9167779703355,.2276507557802659,1.871867537498474,-.4649815186858177,-.2028887683021102,0,.216854259,-.9444900000000001,-.8,0,-1.351953215897083,-1.770507140085101,-2.153106816112995,-2.783709030598402,1.1472001878853,-.263170063960625,-1.33986227772033,.684878432815653,4.06003357795788,2.3654525
2001q3,-.7196057882982499,.000935549082003,.0115383948054687,0,-.0144003918394446,-.0103363515809178,-.0254576820880175,.0450001,.6866099834442139,-.5483800172805786,-1.373800039291382,.9255800247192383,-.0861039608716965,-.0034898300655186,-.0240146,-.1275515,.3839,-.7806,-.7444,-.485054795021865,0,0,1.337681,97.09999999999999,0,0,0,.5952000021934509,-2.75171974062786,1.163778219450593,1.251763547031209,-.2020542150512609,.9075860381126404,-.7884750366210938,-.1343069365219252,.0574797347089168,.203810915,-2.7636,0,0,.4627324342727661,-1.501057786867023,-1.311144590377808,-1.74829688668251,-.249165378564407,-1.11314221575973,-.331214049840614,-.432989381900628,.8216084526298442,-7.892901999999999
